clip_id,actual,predicted,confidence,sea_state,n_blades,cavitation_intensity
351,cargo_ship,tanker,0.4538682997226715,0,5,0.6667
354,cargo_ship,fishing_vessel,0.34429192543029785,0,5,0.6667
355,cargo_ship,fishing_vessel,0.3824564814567566,0,5,1.0
357,cargo_ship,fishing_vessel,0.6029489040374756,0,5,1.0
359,cargo_ship,fishing_vessel,0.34983110427856445,0,5,1.0
395,tanker,cargo_ship,0.589558482170105,0,3,1.0
399,tanker,cargo_ship,0.631188690662384,0,3,1.0
416,tanker,cargo_ship,0.49214786291122437,0,4,1.0
417,tanker,cargo_ship,0.6243285536766052,0,4,1.0
432,tanker,cargo_ship,0.7525410652160645,0,4,0.6667
436,tanker,cargo_ship,0.6227843761444092,0,4,1.0
437,tanker,cargo_ship,0.6513496041297913,0,4,1.0
438,tanker,cargo_ship,0.45195069909095764,0,4,1.0
439,tanker,cargo_ship,0.7139325737953186,0,4,1.0
455,tanker,cargo_ship,0.45838475227355957,0,5,1.0
461,tanker,cargo_ship,0.4638809263706207,0,5,0.0
472,tanker,cargo_ship,0.47106415033340454,0,5,0.6667
473,tanker,cargo_ship,0.7002270221710205,0,5,0.6667
475,tanker,cargo_ship,0.6276377439498901,0,5,1.0
476,tanker,cargo_ship,0.5944581031799316,0,5,1.0
477,tanker,cargo_ship,0.5892473459243774,0,5,1.0
478,tanker,cargo_ship,0.654216468334198,0,5,1.0
479,tanker,cargo_ship,0.6974216103553772,0,5,1.0
481,small_craft,fishing_vessel,0.49829110503196716,1,3,0.0
529,small_craft,fishing_vessel,0.5409144163131714,1,4,0.3333
531,small_craft,fishing_vessel,0.5804022550582886,1,4,0.6667
533,small_craft,fishing_vessel,0.5987168550491333,1,4,0.6667
534,small_craft,fishing_vessel,0.46633070707321167,1,4,0.6667
554,small_craft,fishing_vessel,0.4211336672306061,1,4,0.6667
555,small_craft,fishing_vessel,0.4351523220539093,1,4,1.0
560,small_craft,fishing_vessel,0.4622887372970581,1,5,0.0
561,small_craft,fishing_vessel,0.6281161904335022,1,5,0.0
562,small_craft,fishing_vessel,0.5777379274368286,1,5,0.0
564,small_craft,fishing_vessel,0.4140470027923584,1,5,0.0
566,small_craft,fishing_vessel,0.6214507222175598,1,5,0.3333
567,small_craft,fishing_vessel,0.5977966785430908,1,5,0.3333
568,small_craft,fishing_vessel,0.4494573175907135,1,5,0.3333
571,small_craft,fishing_vessel,0.7532016634941101,1,5,0.6667
572,small_craft,fishing_vessel,0.48625296354293823,1,5,0.6667
576,small_craft,fishing_vessel,0.6608262658119202,1,5,1.0
583,small_craft,fishing_vessel,0.5147950649261475,1,5,0.0
585,small_craft,fishing_vessel,0.44189783930778503,1,5,0.3333
589,small_craft,fishing_vessel,0.4504825174808502,1,5,0.3333
590,small_craft,fishing_vessel,0.5801731944084167,1,5,0.6667
593,small_craft,fishing_vessel,0.5121592283248901,1,5,0.6667
599,small_craft,fishing_vessel,0.5333172678947449,1,5,1.0
609,fishing_vessel,small_craft,0.4704730212688446,1,3,0.3333
616,fishing_vessel,small_craft,0.45381274819374084,1,3,1.0
617,fishing_vessel,small_craft,0.4831714630126953,1,3,1.0
625,fishing_vessel,small_craft,0.4486640989780426,1,3,0.3333
636,fishing_vessel,small_craft,0.4549107849597931,1,3,1.0
637,fishing_vessel,small_craft,0.5310594439506531,1,3,1.0
658,fishing_vessel,cargo_ship,0.34215256571769714,1,4,1.0
659,fishing_vessel,small_craft,0.4892179071903229,1,4,1.0
691,fishing_vessel,cargo_ship,0.33239036798477173,1,5,0.6667
695,fishing_vessel,small_craft,0.6337378025054932,1,5,1.0
715,fishing_vessel,small_craft,0.4288029968738556,1,5,1.0
717,fishing_vessel,small_craft,0.46401455998420715,1,5,1.0
718,fishing_vessel,small_craft,0.5546928644180298,1,5,1.0
720,cargo_ship,tanker,0.6480423212051392,1,3,0.0
721,cargo_ship,tanker,0.6169399619102478,1,3,0.0
723,cargo_ship,tanker,0.7860332727432251,1,3,0.0
725,cargo_ship,tanker,0.7841545343399048,1,3,0.3333
726,cargo_ship,tanker,0.7982104420661926,1,3,0.3333
727,cargo_ship,tanker,0.8209907412528992,1,3,0.3333
728,cargo_ship,tanker,0.6696539521217346,1,3,0.3333
729,cargo_ship,tanker,0.6962647438049316,1,3,0.3333
731,cargo_ship,tanker,0.5504421591758728,1,3,0.6667
733,cargo_ship,tanker,0.581629753112793,1,3,0.6667
734,cargo_ship,tanker,0.6621789336204529,1,3,0.6667
735,cargo_ship,tanker,0.7591225504875183,1,3,1.0
736,cargo_ship,tanker,0.718662440776825,1,3,1.0
740,cargo_ship,tanker,0.6701998710632324,1,3,0.0
760,cargo_ship,tanker,0.807001531124115,1,4,0.0
761,cargo_ship,tanker,0.7508255839347839,1,4,0.0
763,cargo_ship,tanker,0.7818554043769836,1,4,0.0
764,cargo_ship,tanker,0.6780939102172852,1,4,0.0
765,cargo_ship,tanker,0.6402624249458313,1,4,0.3333
766,cargo_ship,tanker,0.8018699884414673,1,4,0.3333
767,cargo_ship,tanker,0.5895684361457825,1,4,0.3333
769,cargo_ship,tanker,0.7930116653442383,1,4,0.3333
770,cargo_ship,tanker,0.5101653337478638,1,4,0.6667
771,cargo_ship,tanker,0.49598169326782227,1,4,0.6667
772,cargo_ship,tanker,0.5800338387489319,1,4,0.6667
774,cargo_ship,tanker,0.7700828909873962,1,4,0.6667
781,cargo_ship,tanker,0.509647786617279,1,4,0.0
782,cargo_ship,tanker,0.7548413872718811,1,4,0.0
783,cargo_ship,tanker,0.6669243574142456,1,4,0.0
785,cargo_ship,tanker,0.5018832087516785,1,4,0.3333
786,cargo_ship,tanker,0.5605146288871765,1,4,0.3333
788,cargo_ship,tanker,0.6794478297233582,1,4,0.3333
789,cargo_ship,tanker,0.5561513900756836,1,4,0.3333
791,cargo_ship,tanker,0.46535390615463257,1,4,0.6667
801,cargo_ship,tanker,0.6857398152351379,1,5,0.0
804,cargo_ship,tanker,0.5670345425605774,1,5,0.0
807,cargo_ship,tanker,0.6556655168533325,1,5,0.3333
808,cargo_ship,tanker,0.7976350784301758,1,5,0.3333
809,cargo_ship,tanker,0.6859725713729858,1,5,0.3333
811,cargo_ship,tanker,0.7196742296218872,1,5,0.6667
813,cargo_ship,tanker,0.4407610595226288,1,5,0.6667
823,cargo_ship,tanker,0.4432913064956665,1,5,0.0
824,cargo_ship,tanker,0.7259988784790039,1,5,0.0
826,cargo_ship,fishing_vessel,0.32536548376083374,1,5,0.3333
827,cargo_ship,tanker,0.5536059141159058,1,5,0.3333
828,cargo_ship,tanker,0.4438948929309845,1,5,0.3333
830,cargo_ship,fishing_vessel,0.405305415391922,1,5,0.6667
832,cargo_ship,tanker,0.4499712884426117,1,5,0.6667
833,cargo_ship,tanker,0.5471655130386353,1,5,0.6667
837,cargo_ship,fishing_vessel,0.40314069390296936,1,5,1.0
838,cargo_ship,fishing_vessel,0.648836076259613,1,5,1.0
839,cargo_ship,fishing_vessel,0.3587108552455902,1,5,1.0
875,tanker,cargo_ship,0.46507808566093445,1,3,1.0
876,tanker,cargo_ship,0.6071412563323975,1,3,1.0
877,tanker,cargo_ship,0.69403475522995,1,3,1.0
878,tanker,cargo_ship,0.695743978023529,1,3,1.0
879,tanker,cargo_ship,0.5801399350166321,1,3,1.0
895,tanker,cargo_ship,0.6826610565185547,1,4,1.0
896,tanker,cargo_ship,0.7111459970474243,1,4,1.0
897,tanker,cargo_ship,0.4425347149372101,1,4,1.0
898,tanker,cargo_ship,0.6569730639457703,1,4,1.0
899,tanker,cargo_ship,0.5688663721084595,1,4,1.0
900,tanker,cargo_ship,0.5157914757728577,1,4,0.0
903,tanker,cargo_ship,0.47275424003601074,1,4,0.0
908,tanker,cargo_ship,0.7669776082038879,1,4,0.3333
915,tanker,cargo_ship,0.5239851474761963,1,4,1.0
916,tanker,cargo_ship,0.7244390249252319,1,4,1.0
917,tanker,cargo_ship,0.6640657782554626,1,4,1.0
918,tanker,cargo_ship,0.7658975124359131,1,4,1.0
919,tanker,cargo_ship,0.5038151144981384,1,4,1.0
935,tanker,cargo_ship,0.5716161131858826,1,5,1.0
936,tanker,cargo_ship,0.6598374843597412,1,5,1.0
937,tanker,cargo_ship,0.6246816515922546,1,5,1.0
939,tanker,cargo_ship,0.7059841752052307,1,5,1.0
945,tanker,cargo_ship,0.5000632405281067,1,5,0.3333
951,tanker,cargo_ship,0.48670586943626404,1,5,0.6667
952,tanker,cargo_ship,0.6411181688308716,1,5,0.6667
954,tanker,cargo_ship,0.6688120365142822,1,5,0.6667
955,tanker,cargo_ship,0.462006539106369,1,5,1.0
957,tanker,fishing_vessel,0.38033369183540344,1,5,1.0
958,tanker,cargo_ship,0.5108605027198792,1,5,1.0
959,tanker,cargo_ship,0.6205835938453674,1,5,1.0
961,small_craft,fishing_vessel,0.793994128704071,3,3,0.0
965,small_craft,fishing_vessel,0.4348902106285095,3,3,0.3333
982,small_craft,fishing_vessel,0.42776739597320557,3,3,0.0
1002,small_craft,fishing_vessel,0.42816847562789917,3,4,0.0
1005,small_craft,fishing_vessel,0.67939692735672,3,4,0.3333
1006,small_craft,fishing_vessel,0.4456413686275482,3,4,0.3333
1042,small_craft,fishing_vessel,0.44339650869369507,3,5,0.0
1043,small_craft,fishing_vessel,0.4103870689868927,3,5,0.0
1046,small_craft,fishing_vessel,0.45469075441360474,3,5,0.3333
1049,small_craft,fishing_vessel,0.5568937659263611,3,5,0.3333
1053,small_craft,fishing_vessel,0.4095284342765808,3,5,0.6667
1082,fishing_vessel,small_craft,0.46379774808883667,3,3,0.0
1086,fishing_vessel,small_craft,0.41958382725715637,3,3,0.3333
1096,fishing_vessel,small_craft,0.791357696056366,3,3,1.0
1097,fishing_vessel,small_craft,0.8414111137390137,3,3,1.0
1099,fishing_vessel,small_craft,0.4219644069671631,3,3,1.0
1116,fishing_vessel,small_craft,0.6838554739952087,3,3,1.0
1138,fishing_vessel,small_craft,0.8088006377220154,3,4,1.0
1155,fishing_vessel,small_craft,0.7817391753196716,3,4,1.0
1157,fishing_vessel,small_craft,0.4288226366043091,3,4,1.0
1196,fishing_vessel,small_craft,0.7676582932472229,3,5,1.0
1197,fishing_vessel,small_craft,0.646435022354126,3,5,1.0
1198,fishing_vessel,small_craft,0.5971450805664062,3,5,1.0
1200,cargo_ship,tanker,0.6234793066978455,3,3,0.0
1203,cargo_ship,tanker,0.7316769361495972,3,3,0.0
1205,cargo_ship,tanker,0.4940950572490692,3,3,0.3333
1206,cargo_ship,tanker,0.49694934487342834,3,3,0.3333
1209,cargo_ship,tanker,0.537308394908905,3,3,0.3333
1210,cargo_ship,tanker,0.6880030632019043,3,3,0.6667
1211,cargo_ship,tanker,0.6486054062843323,3,3,0.6667
1213,cargo_ship,tanker,0.4792328476905823,3,3,0.6667
1222,cargo_ship,tanker,0.694831371307373,3,3,0.0
1235,cargo_ship,fishing_vessel,0.34079957008361816,3,3,1.0
1240,cargo_ship,tanker,0.8015626072883606,3,4,0.0
1241,cargo_ship,tanker,0.6330324411392212,3,4,0.0
1243,cargo_ship,tanker,0.5482329726219177,3,4,0.0
1244,cargo_ship,tanker,0.46018919348716736,3,4,0.0
1247,cargo_ship,tanker,0.6765012145042419,3,4,0.3333
1248,cargo_ship,tanker,0.5747257471084595,3,4,0.3333
1251,cargo_ship,tanker,0.47653183341026306,3,4,0.6667
1252,cargo_ship,tanker,0.7900751829147339,3,4,0.6667
1253,cargo_ship,tanker,0.6302654147148132,3,4,0.6667
1262,cargo_ship,tanker,0.7076115608215332,3,4,0.0
1274,cargo_ship,tanker,0.4597981572151184,3,4,0.6667
1275,cargo_ship,fishing_vessel,0.37350189685821533,3,4,1.0
1282,cargo_ship,tanker,0.6756558418273926,3,5,0.0
1285,cargo_ship,tanker,0.8130375146865845,3,5,0.3333
1287,cargo_ship,tanker,0.5699418187141418,3,5,0.3333
1288,cargo_ship,tanker,0.8089393377304077,3,5,0.3333
1289,cargo_ship,tanker,0.7181442975997925,3,5,0.3333
1293,cargo_ship,tanker,0.5363409519195557,3,5,0.6667
1296,cargo_ship,fishing_vessel,0.6278241276741028,3,5,1.0
1299,cargo_ship,fishing_vessel,0.45854631066322327,3,5,1.0
1301,cargo_ship,fishing_vessel,0.34425288438796997,3,5,0.0
1303,cargo_ship,fishing_vessel,0.40880468487739563,3,5,0.0
1306,cargo_ship,fishing_vessel,0.3964436948299408,3,5,0.3333
1309,cargo_ship,fishing_vessel,0.48063674569129944,3,5,0.3333
1310,cargo_ship,fishing_vessel,0.3957878351211548,3,5,0.6667
1311,cargo_ship,fishing_vessel,0.3939450979232788,3,5,0.6667
1312,cargo_ship,fishing_vessel,0.4074195623397827,3,5,0.6667
1313,cargo_ship,fishing_vessel,0.3267602026462555,3,5,0.6667
1314,cargo_ship,tanker,0.6209456324577332,3,5,0.6667
1315,cargo_ship,fishing_vessel,0.4998228847980499,3,5,1.0
1317,cargo_ship,fishing_vessel,0.5216768980026245,3,5,1.0
1318,cargo_ship,fishing_vessel,0.5962960124015808,3,5,1.0
1351,tanker,cargo_ship,0.47771453857421875,3,3,0.6667
1352,tanker,cargo_ship,0.5635812282562256,3,3,0.6667
1356,tanker,cargo_ship,0.6547595262527466,3,3,1.0
1359,tanker,cargo_ship,0.5901365876197815,3,3,1.0
1375,tanker,cargo_ship,0.7034556269645691,3,4,1.0
1377,tanker,cargo_ship,0.7328806519508362,3,4,1.0
1384,tanker,cargo_ship,0.6339753270149231,3,4,0.0
1388,tanker,cargo_ship,0.6028145551681519,3,4,0.3333
1390,tanker,cargo_ship,0.4684487283229828,3,4,0.6667
1392,tanker,cargo_ship,0.601739764213562,3,4,0.6667
1393,tanker,cargo_ship,0.6429262161254883,3,4,0.6667
1394,tanker,cargo_ship,0.6147881150245667,3,4,0.6667
1395,tanker,cargo_ship,0.40253421664237976,3,4,1.0
1396,tanker,cargo_ship,0.48462387919425964,3,4,1.0
1398,tanker,cargo_ship,0.3883156180381775,3,4,1.0
1399,tanker,cargo_ship,0.7324502468109131,3,4,1.0
1415,tanker,cargo_ship,0.739422082901001,3,5,1.0
1416,tanker,cargo_ship,0.7136425971984863,3,5,1.0
1417,tanker,cargo_ship,0.5741971731185913,3,5,1.0
1418,tanker,cargo_ship,0.5093435645103455,3,5,1.0
1419,tanker,cargo_ship,0.6393236517906189,3,5,1.0
1421,tanker,cargo_ship,0.7017020583152771,3,5,0.0
1423,tanker,cargo_ship,0.6823036670684814,3,5,0.0
1427,tanker,cargo_ship,0.5795287489891052,3,5,0.3333
1433,tanker,cargo_ship,0.7333437204360962,3,5,0.6667
1435,tanker,cargo_ship,0.5675625801086426,3,5,1.0
1437,tanker,cargo_ship,0.6228294372558594,3,5,1.0
1438,tanker,cargo_ship,0.7074504494667053,3,5,1.0
1439,tanker,cargo_ship,0.6173295974731445,3,5,1.0
1485,small_craft,fishing_vessel,0.43990325927734375,6,4,0.3333
1522,small_craft,fishing_vessel,0.5107101202011108,6,5,0.0
1524,small_craft,fishing_vessel,0.5607439279556274,6,5,0.0
1527,small_craft,fishing_vessel,0.6361656188964844,6,5,0.3333
1530,small_craft,fishing_vessel,0.46342092752456665,6,5,0.6667
1531,small_craft,fishing_vessel,0.7592640519142151,6,5,0.6667
1533,small_craft,fishing_vessel,0.4507911205291748,6,5,0.6667
1534,small_craft,fishing_vessel,0.6718998551368713,6,5,0.6667
1544,small_craft,fishing_vessel,0.43042364716529846,6,5,0.0
1553,small_craft,fishing_vessel,0.49093297123908997,6,5,0.6667
1569,fishing_vessel,small_craft,0.4310998022556305,6,3,0.3333
1575,fishing_vessel,small_craft,0.7332127094268799,6,3,1.0
1577,fishing_vessel,small_craft,0.7508885264396667,6,3,1.0
1589,fishing_vessel,small_craft,0.4697457551956177,6,3,0.3333
1597,fishing_vessel,small_craft,0.6925788521766663,6,3,1.0
1598,fishing_vessel,small_craft,0.624770998954773,6,3,1.0
1615,fishing_vessel,small_craft,0.7529667615890503,6,4,1.0
1616,fishing_vessel,small_craft,0.7249056696891785,6,4,1.0
1619,fishing_vessel,small_craft,0.7579305171966553,6,4,1.0
1620,fishing_vessel,small_craft,0.7324454188346863,6,4,0.0
1621,fishing_vessel,small_craft,0.5093486905097961,6,4,0.0
1629,fishing_vessel,small_craft,0.4355626106262207,6,4,0.3333
1637,fishing_vessel,small_craft,0.7575672268867493,6,4,1.0
1638,fishing_vessel,small_craft,0.4528820514678955,6,4,1.0
1639,fishing_vessel,small_craft,0.4975319504737854,6,4,1.0
1656,fishing_vessel,small_craft,0.5292498469352722,6,5,1.0
1679,fishing_vessel,small_craft,0.6934576630592346,6,5,1.0
1680,cargo_ship,tanker,0.8171104788780212,6,3,0.0
1683,cargo_ship,tanker,0.6211856007575989,6,3,0.0
1685,cargo_ship,tanker,0.5252547860145569,6,3,0.3333
1688,cargo_ship,tanker,0.6633725166320801,6,3,0.3333
1689,cargo_ship,tanker,0.6481935381889343,6,3,0.3333
1691,cargo_ship,tanker,0.6397154927253723,6,3,0.6667
1720,cargo_ship,tanker,0.58858323097229,6,4,0.0
1721,cargo_ship,tanker,0.607395589351654,6,4,0.0
1723,cargo_ship,tanker,0.4887346029281616,6,4,0.0
1724,cargo_ship,tanker,0.5605348944664001,6,4,0.0
1727,cargo_ship,tanker,0.4678516089916229,6,4,0.3333
1728,cargo_ship,tanker,0.48172327876091003,6,4,0.3333
1730,cargo_ship,tanker,0.45017415285110474,6,4,0.6667
1734,cargo_ship,tanker,0.46810272336006165,6,4,0.6667
1738,cargo_ship,tanker,0.4458544850349426,6,4,1.0
1744,cargo_ship,tanker,0.6184818148612976,6,4,0.0
1760,cargo_ship,tanker,0.7658022046089172,6,5,0.0
1762,cargo_ship,tanker,0.6296930313110352,6,5,0.0
1763,cargo_ship,tanker,0.7579329609870911,6,5,0.0
1764,cargo_ship,tanker,0.6626197695732117,6,5,0.0
1766,cargo_ship,tanker,0.7768505811691284,6,5,0.3333
1767,cargo_ship,tanker,0.680586576461792,6,5,0.3333
1768,cargo_ship,tanker,0.7668402194976807,6,5,0.3333
1769,cargo_ship,fishing_vessel,0.32878702878952026,6,5,0.3333
1770,cargo_ship,tanker,0.49363693594932556,6,5,0.6667
1771,cargo_ship,tanker,0.7249776721000671,6,5,0.6667
1772,cargo_ship,tanker,0.6878414750099182,6,5,0.6667
1773,cargo_ship,tanker,0.6937565803527832,6,5,0.6667
1774,cargo_ship,tanker,0.6513699889183044,6,5,0.6667
1779,cargo_ship,fishing_vessel,0.46895232796669006,6,5,1.0
1780,cargo_ship,fishing_vessel,0.48425936698913574,6,5,0.0
1781,cargo_ship,fishing_vessel,0.4878177344799042,6,5,0.0
1783,cargo_ship,tanker,0.6460195183753967,6,5,0.0
1786,cargo_ship,fishing_vessel,0.45781901478767395,6,5,0.3333
1787,cargo_ship,fishing_vessel,0.3881570100784302,6,5,0.3333
1790,cargo_ship,fishing_vessel,0.3391273021697998,6,5,0.6667
1791,cargo_ship,fishing_vessel,0.43085819482803345,6,5,0.6667
1792,cargo_ship,fishing_vessel,0.35081613063812256,6,5,0.6667
1795,cargo_ship,fishing_vessel,0.517068088054657,6,5,1.0
1796,cargo_ship,fishing_vessel,0.4692547023296356,6,5,1.0
1797,cargo_ship,fishing_vessel,0.3499267101287842,6,5,1.0
1835,tanker,cargo_ship,0.5412537455558777,6,3,1.0
1837,tanker,cargo_ship,0.5564270615577698,6,3,1.0
1838,tanker,cargo_ship,0.6513558626174927,6,3,1.0
1857,tanker,cargo_ship,0.45718252658843994,6,4,1.0
1858,tanker,cargo_ship,0.60958331823349,6,4,1.0
1859,tanker,cargo_ship,0.7528789639472961,6,4,1.0
1862,tanker,cargo_ship,0.5572074055671692,6,4,0.0
1863,tanker,cargo_ship,0.7544794678688049,6,4,0.0
1866,tanker,cargo_ship,0.4591309726238251,6,4,0.3333
1871,tanker,cargo_ship,0.7743710279464722,6,4,0.6667
1873,tanker,cargo_ship,0.6195672154426575,6,4,0.6667
1875,tanker,cargo_ship,0.6028087139129639,6,4,1.0
1876,tanker,cargo_ship,0.49700093269348145,6,4,1.0
1877,tanker,cargo_ship,0.5001766681671143,6,4,1.0
1878,tanker,fishing_vessel,0.3248286247253418,6,4,1.0
1879,tanker,cargo_ship,0.6346982717514038,6,4,1.0
1884,tanker,cargo_ship,0.4381648600101471,6,5,0.0
1893,tanker,cargo_ship,0.6352663040161133,6,5,0.6667
1895,tanker,cargo_ship,0.7339382171630859,6,5,1.0
1896,tanker,cargo_ship,0.5546892881393433,6,5,1.0
1897,tanker,cargo_ship,0.752835750579834,6,5,1.0
1899,tanker,cargo_ship,0.6769042015075684,6,5,1.0
1901,tanker,cargo_ship,0.4660281240940094,6,5,0.0
1902,tanker,cargo_ship,0.4675125181674957,6,5,0.0
1905,tanker,cargo_ship,0.6762403845787048,6,5,0.3333
1909,tanker,cargo_ship,0.7165352702140808,6,5,0.3333
1912,tanker,cargo_ship,0.6575443744659424,6,5,0.6667
1913,tanker,cargo_ship,0.627124011516571,6,5,0.6667
1914,tanker,cargo_ship,0.6198135018348694,6,5,0.6667
1915,tanker,cargo_ship,0.5115031599998474,6,5,1.0
1916,tanker,cargo_ship,0.46350347995758057,6,5,1.0
1917,tanker,cargo_ship,0.7318967580795288,6,5,1.0
1918,tanker,cargo_ship,0.6337708234786987,6,5,1.0
1919,tanker,cargo_ship,0.5725606083869934,6,5,1.0
