clip_id,actual,predicted,pred_confidence,p_cargo_ship,p_fishing_vessel,p_small_craft,p_tanker
27,small_craft,small_craft,0.8807295560836792,0.027147769927978516,0.06942698359489441,0.8807295560836792,0.02269570715725422
28,small_craft,small_craft,0.7901965379714966,0.04918105900287628,0.11927103251218796,0.7901965379714966,0.04135138913989067
29,small_craft,small_craft,0.6936618685722351,0.06483092159032822,0.18797579407691956,0.6936618685722351,0.053531464189291
30,small_craft,small_craft,0.6744428277015686,0.07973646372556686,0.1781361699104309,0.6744428277015686,0.0676845982670784
31,small_craft,small_craft,0.7946383953094482,0.048042550683021545,0.1169426292181015,0.7946383953094482,0.04037639498710632
32,small_craft,small_craft,0.5175416469573975,0.09235131740570068,0.3148861825466156,0.5175416469573975,0.07522084563970566
33,small_craft,small_craft,0.6069974899291992,0.09935455024242401,0.2086361199617386,0.6069974899291992,0.08501183241605759
34,small_craft,small_craft,0.7226076722145081,0.06659791618585587,0.15451543033123016,0.7226076722145081,0.0562790185213089
35,small_craft,small_craft,0.5132173895835876,0.12987448275089264,0.24404878914356232,0.5132173895835876,0.11285942047834396
36,small_craft,small_craft,0.5198884010314941,0.12757021188735962,0.24182546138763428,0.5198884010314941,0.11071594059467316
37,small_craft,small_craft,0.6161843538284302,0.0964449942111969,0.2049955278635025,0.6161843538284302,0.08237510174512863
38,small_craft,small_craft,0.560648500919342,0.1138138398528099,0.22751620411872864,0.560648500919342,0.09802140295505524
39,small_craft,small_craft,0.5337901711463928,0.12271799147129059,0.23730234801769257,0.5337901711463928,0.10618946701288223
40,small_craft,small_craft,0.6756098866462708,0.06840147823095322,0.19954036176204681,0.6756098866462708,0.056448254734277725
41,small_craft,fishing_vessel,0.561540961265564,0.09835811704397202,0.561540961265564,0.2623920738697052,0.07770884782075882
42,small_craft,small_craft,0.6143324375152588,0.09710884094238281,0.20555424690246582,0.6143324375152588,0.08300449699163437
43,small_craft,small_craft,0.5188255310058594,0.09220629930496216,0.3138469159603119,0.5188255310058594,0.07512123137712479
44,small_craft,fishing_vessel,0.4194445312023163,0.10262469947338104,0.4194445312023163,0.3953803479671478,0.08255039900541306
45,small_craft,small_craft,0.47298839688301086,0.09716834127902985,0.35102981328964233,0.47298839688301086,0.07881344854831696
46,small_craft,small_craft,0.537283718585968,0.0902380719780922,0.2988087832927704,0.537283718585968,0.07366945594549179
47,small_craft,small_craft,0.5155700445175171,0.09260546416044235,0.3163989782333374,0.5155700445175171,0.07542542368173599
48,small_craft,small_craft,0.7603829503059387,0.05667416378855705,0.1352033019065857,0.7603829503059387,0.047739654779434204
49,small_craft,small_craft,0.48059332370758057,0.09644601494073868,0.34466972947120667,0.48059332370758057,0.0782909020781517
50,small_craft,small_craft,0.6104661226272583,0.07953458279371262,0.2446897029876709,0.6104661226272583,0.06530964374542236
51,small_craft,small_craft,0.7871109247207642,0.04987935721874237,0.1210787445306778,0.7871109247207642,0.04193093255162239
52,small_craft,small_craft,0.5289415121078491,0.09114351123571396,0.3055987060070038,0.5289415121078491,0.07431627064943314
53,small_craft,small_craft,0.7941178679466248,0.045285001397132874,0.1229768916964531,0.7941178679466248,0.03762034326791763
54,small_craft,small_craft,0.7221295237541199,0.05946163460612297,0.16923075914382935,0.7221295237541199,0.04917816072702408
55,small_craft,small_craft,0.6111488342285156,0.09801415354013443,0.20705179870128632,0.6111488342285156,0.08378518372774124
56,small_craft,small_craft,0.7452583312988281,0.06040910631418228,0.14342951774597168,0.7452583312988281,0.050903044641017914
57,small_craft,small_craft,0.6879681348800659,0.07588538527488708,0.17184066772460938,0.6879681348800659,0.0643058642745018
58,small_craft,small_craft,0.5316275954246521,0.12347406893968582,0.23800316452980042,0.5316275954246521,0.10689523071050644
59,small_craft,small_craft,0.7304532527923584,0.06447786092758179,0.15063169598579407,0.7304532527923584,0.05443727225065231
60,small_craft,small_craft,0.5757355690002441,0.08451098948717117,0.2705612778663635,0.5757355690002441,0.06919214129447937
61,small_craft,small_craft,0.8006982207298279,0.046420205384492874,0.11389920860528946,0.8006982207298279,0.03898230195045471
62,small_craft,small_craft,0.6964477300643921,0.06436450779438019,0.18601953983306885,0.6964477300643921,0.05316820368170738
63,small_craft,small_craft,0.8154348134994507,0.04076438024640083,0.10990600287914276,0.8154348134994507,0.03389477729797363
64,small_craft,small_craft,0.7368271350860596,0.05663818120956421,0.15963846445083618,0.7368271350860596,0.04689616337418556
65,small_craft,small_craft,0.7155824303627014,0.06073243170976639,0.17346131801605225,0.7155824303627014,0.05022386461496353
66,small_craft,small_craft,0.45013168454170227,0.0991949737071991,0.37040653824806213,0.45013168454170227,0.0802667960524559
67,small_craft,small_craft,0.756928563117981,0.05738741159439087,0.13736172020435333,0.756928563117981,0.04832232743501663
68,small_craft,small_craft,0.6293042898178101,0.07635101675987244,0.23154668509960175,0.6293042898178101,0.06279800832271576
69,small_craft,small_craft,0.6542853713035583,0.07241886854171753,0.21359500288963318,0.6542853713035583,0.059700753539800644
70,small_craft,small_craft,0.7894628047943115,0.04935875162482262,0.1196807399392128,0.7894628047943115,0.04149770736694336
71,small_craft,fishing_vessel,0.4207627475261688,0.10262942314147949,0.4207627475261688,0.3940892517566681,0.08251860737800598
72,small_craft,small_craft,0.7931586503982544,0.04828814044594765,0.11799082159996033,0.7931586503982544,0.040562327951192856
73,small_craft,small_craft,0.6973022818565369,0.06426385045051575,0.1853567659854889,0.6973022818565369,0.05307703837752342
74,small_craft,fishing_vessel,0.7148900032043457,0.07587286084890366,0.7148900032043457,0.15045692026615143,0.0587802417576313
75,small_craft,small_craft,0.5799036622047424,0.10768456012010574,0.219944566488266,0.5799036622047424,0.09246719628572464
76,small_craft,small_craft,0.7445927858352661,0.0606648251414299,0.1436041295528412,0.7445927858352661,0.05113833397626877
77,small_craft,small_craft,0.5499500632286072,0.11740226298570633,0.23132860660552979,0.5499500632286072,0.10131906718015671
78,small_craft,small_craft,0.8013497591018677,0.046329058706760406,0.11341559886932373,0.8013497591018677,0.03890566900372505
79,small_craft,small_craft,0.6009423732757568,0.10111604630947113,0.21138684451580048,0.6009423732757568,0.08655475080013275
80,small_craft,fishing_vessel,0.8412750363349915,0.045580729842185974,0.8412750363349915,0.07823992520570755,0.03490438312292099
81,small_craft,fishing_vessel,0.5804219841957092,0.09716504067182541,0.5804219841957092,0.2458503395318985,0.07656263560056686
82,small_craft,fishing_vessel,0.42680099606513977,0.10313916951417923,0.42680099606513977,0.38717183470726013,0.08288799226284027
83,small_craft,fishing_vessel,0.47433173656463623,0.10378047823905945,0.47433173656463623,0.3389829397201538,0.08290491998195648
84,small_craft,fishing_vessel,0.554684042930603,0.0990007072687149,0.554684042930603,0.2680268883705139,0.07828840613365173
85,small_craft,small_craft,0.5286393165588379,0.09149427711963654,0.3052199184894562,0.5286393165588379,0.07464653998613358
86,small_craft,fishing_vessel,0.47630420327186584,0.10411623120307922,0.47630420327186584,0.3364318907260895,0.08314771205186844
87,small_craft,small_craft,0.5351071953773499,0.09016203880310059,0.30117079615592957,0.5351071953773499,0.07355998456478119
88,small_craft,fishing_vessel,0.567832887172699,0.09840746968984604,0.567832887172699,0.2560940384864807,0.07766563445329666
89,small_craft,fishing_vessel,0.6710804104804993,0.11065475642681122,0.6710804104804993,0.13633161783218384,0.08193325251340866
90,small_craft,small_craft,0.8646193742752075,0.030466686934232712,0.0795021653175354,0.8646193742752075,0.02541181817650795
91,small_craft,fishing_vessel,0.49928775429725647,0.10294892638921738,0.49928775429725647,0.3158196806907654,0.08194362372159958
92,small_craft,fishing_vessel,0.4311508238315582,0.1029772162437439,0.4311508238315582,0.3831802010536194,0.0826917439699173
93,small_craft,fishing_vessel,0.6960362792015076,0.08071289211511612,0.6960362792015076,0.16069462895393372,0.06255615502595901
94,small_craft,fishing_vessel,0.4674732983112335,0.1038895696401596,0.4674732983112335,0.34561339020729065,0.0830238088965416
95,small_craft,small_craft,0.5464860796928406,0.08903174847364426,0.29177823662757874,0.5464860796928406,0.07270392030477524
96,small_craft,small_craft,0.6147205233573914,0.07861176133155823,0.24212521314620972,0.6147205233573914,0.06454242020845413
97,small_craft,small_craft,0.6318197846412659,0.07595634460449219,0.2297637015581131,0.6318197846412659,0.06246016547083855
98,small_craft,small_craft,0.7989779710769653,0.04480081796646118,0.11892297118902206,0.7989779710769653,0.037298306822776794
99,small_craft,small_craft,0.7385097146034241,0.05701423063874245,0.15719261765480042,0.7385097146034241,0.04728345572948456
100,small_craft,small_craft,0.46361374855041504,0.09804891049861908,0.3588838577270508,0.46361374855041504,0.07945355772972107
101,small_craft,small_craft,0.6816082000732422,0.06700976192951202,0.19609348475933075,0.6816082000732422,0.05528853088617325
102,small_craft,fishing_vessel,0.7068321704864502,0.07668329030275345,0.7068321704864502,0.1569221317768097,0.059562407433986664
103,small_craft,small_craft,0.5643748641014099,0.08628878742456436,0.27874013781547546,0.5643748641014099,0.07059626281261444
104,small_craft,small_craft,0.5969594717025757,0.08149535208940506,0.25469350814819336,0.5969594717025757,0.0668516606092453
105,small_craft,small_craft,0.8193511366844177,0.04186653345823288,0.10365959256887436,0.8193511366844177,0.035122692584991455
106,small_craft,fishing_vessel,0.48978981375694275,0.10305550694465637,0.48978981375694275,0.32499149441719055,0.08216319978237152
107,small_craft,small_craft,0.5954298377037048,0.10282988101243973,0.21363183856010437,0.5954298377037048,0.08810845017433167
108,small_craft,fishing_vessel,0.6550925374031067,0.08621335029602051,0.6550925374031067,0.1913469284772873,0.06734716892242432
109,small_craft,small_craft,0.7510091066360474,0.05395840108394623,0.15030620992183685,0.7510091066360474,0.04472629353404045
110,small_craft,small_craft,0.5959067940711975,0.08149433135986328,0.25577905774116516,0.5959067940711975,0.06681987643241882
111,small_craft,small_craft,0.5112048983573914,0.093666210770607,0.31886255741119385,0.5112048983573914,0.07626645267009735
112,small_craft,small_craft,0.8039685487747192,0.04362271726131439,0.11609740555286407,0.8039685487747192,0.03631129860877991
113,small_craft,fishing_vessel,0.43564075231552124,0.10311619192361832,0.43564075231552124,0.37849336862564087,0.08274973928928375
114,small_craft,small_craft,0.67605060338974,0.06816425919532776,0.19956032931804657,0.67605060338974,0.05622479319572449
115,small_craft,small_craft,0.45019853115081787,0.09963177889585495,0.3695598840713501,0.45019853115081787,0.08060978353023529
116,small_craft,small_craft,0.6567359566688538,0.08460848778486252,0.1867331564426422,0.6567359566688538,0.07192230969667435
117,small_craft,small_craft,0.6153244376182556,0.0967632532119751,0.20523835718631744,0.6153244376182556,0.08267398923635483
118,small_craft,small_craft,0.7872453331947327,0.04947078973054886,0.12176825851202011,0.7872453331947327,0.04151558130979538
119,small_craft,small_craft,0.7938488721847534,0.04816298559308052,0.11752723157405853,0.7938488721847534,0.04046090319752693
120,fishing_vessel,fishing_vessel,0.8144879341125488,0.05250665172934532,0.8144879341125488,0.09270449727773666,0.0403008759021759
121,fishing_vessel,fishing_vessel,0.6959990859031677,0.07865297794342041,0.6959990859031677,0.16418199241161346,0.06116598844528198
122,fishing_vessel,fishing_vessel,0.8556586503982544,0.04263591766357422,0.8556586503982544,0.06921698898077011,0.03248846158385277
123,fishing_vessel,fishing_vessel,0.7125653624534607,0.07540437579154968,0.7125653624534607,0.15349674224853516,0.05853356048464775
124,fishing_vessel,fishing_vessel,0.49972841143608093,0.19500772655010223,0.49972841143608093,0.1678684651851654,0.13739542663097382
125,fishing_vessel,fishing_vessel,0.549640417098999,0.1674349457025528,0.549640417098999,0.16276276111602783,0.12016184628009796
126,fishing_vessel,fishing_vessel,0.5316962003707886,0.17694546282291412,0.5316962003707886,0.16505399346351624,0.12630438804626465
127,fishing_vessel,fishing_vessel,0.5418817400932312,0.1714775562286377,0.5418817400932312,0.16382718086242676,0.12281344085931778
128,fishing_vessel,fishing_vessel,0.4381398558616638,0.10356873273849487,0.4381398558616638,0.37519484758377075,0.08309666812419891
129,fishing_vessel,fishing_vessel,0.8496404886245728,0.04339258745312691,0.8496404886245728,0.07377345860004425,0.03319348022341728
130,fishing_vessel,fishing_vessel,0.8161005973815918,0.05435612052679062,0.8161005973815918,0.08813832700252533,0.041405025869607925
131,fishing_vessel,fishing_vessel,0.533322274684906,0.17615722119808197,0.533322274684906,0.16478900611400604,0.1257314532995224
132,fishing_vessel,fishing_vessel,0.6901406645774841,0.10270955413579941,0.6901406645774841,0.13083003461360931,0.07631977647542953
133,fishing_vessel,fishing_vessel,0.6185452938079834,0.13369546830654144,0.6185452938079834,0.14991284906864166,0.09784629940986633
134,fishing_vessel,fishing_vessel,0.6675597429275513,0.11201217025518417,0.6675597429275513,0.13753917813301086,0.08288892358541489
135,fishing_vessel,fishing_vessel,0.7131418585777283,0.07526058703660965,0.7131418585777283,0.15318582952022552,0.05841163545846939
136,fishing_vessel,fishing_vessel,0.5390593409538269,0.1730084866285324,0.5390593409538269,0.16420882940292358,0.12372329086065292
137,fishing_vessel,fishing_vessel,0.8009421229362488,0.05568833276629448,0.8009421229362488,0.10055180639028549,0.04281773418188095
138,fishing_vessel,fishing_vessel,0.7061558961868286,0.09620830416679382,0.7061558961868286,0.12590301036834717,0.0717327818274498
139,fishing_vessel,fishing_vessel,0.6055139899253845,0.13966824114322662,0.6055139899253845,0.1529323160648346,0.10188548266887665
140,fishing_vessel,fishing_vessel,0.6050397753715515,0.0934007465839386,0.6050397753715515,0.22815297544002533,0.07340652495622635
141,fishing_vessel,fishing_vessel,0.6901498436927795,0.07985612004995346,0.6901498436927795,0.1678546518087387,0.062139421701431274
142,fishing_vessel,fishing_vessel,0.6313649415969849,0.127848282456398,0.6313649415969849,0.14691272377967834,0.0938740149140358
143,fishing_vessel,fishing_vessel,0.6655011773109436,0.11297737061977386,0.6655011773109436,0.13794861733913422,0.08357292413711548
144,fishing_vessel,fishing_vessel,0.7655087113380432,0.07366227358579636,0.7655087113380432,0.10538310557603836,0.05544586479663849
145,fishing_vessel,fishing_vessel,0.7937473058700562,0.06380445510149002,0.7937473058700562,0.09427307546138763,0.04817518591880798
146,fishing_vessel,fishing_vessel,0.5874333381652832,0.09559368342161179,0.5874333381652832,0.2416892945766449,0.07528358697891235
147,fishing_vessel,fishing_vessel,0.7152202725410461,0.07483186572790146,0.7152202725410461,0.15187297761440277,0.05807482451200485
148,fishing_vessel,fishing_vessel,0.8236586451530457,0.050066009163856506,0.8236586451530457,0.08786574006080627,0.03840962052345276
149,fishing_vessel,fishing_vessel,0.6923174858093262,0.0793132558465004,0.6923174858093262,0.16666418313980103,0.06170506402850151
150,fishing_vessel,fishing_vessel,0.6869140863418579,0.10413230210542679,0.6869140863418579,0.1316310465335846,0.0773225650191307
151,fishing_vessel,fishing_vessel,0.8319226503372192,0.04792804270982742,0.8319226503372192,0.0834137573838234,0.036735571920871735
152,fishing_vessel,fishing_vessel,0.7170956134796143,0.07449550926685333,0.7170956134796143,0.15061600506305695,0.05779284983873367
153,fishing_vessel,fishing_vessel,0.6370914578437805,0.08908828347921371,0.6370914578437805,0.20410117506980896,0.06971907615661621
154,fishing_vessel,fishing_vessel,0.6817658543586731,0.10616472363471985,0.6817658543586731,0.13330088555812836,0.07876846939325333
155,fishing_vessel,fishing_vessel,0.7038940787315369,0.09724853932857513,0.7038940787315369,0.12643158435821533,0.07242580503225327
156,fishing_vessel,fishing_vessel,0.47883284091949463,0.20712757110595703,0.47883284091949463,0.16915610432624817,0.14488345384597778
157,fishing_vessel,fishing_vessel,0.7734403014183044,0.07051815092563629,0.7734403014183044,0.10285194218158722,0.05318961292505264
158,fishing_vessel,small_craft,0.5366737246513367,0.09009715914726257,0.2997119426727295,0.5366737246513367,0.07351723313331604
159,fishing_vessel,fishing_vessel,0.7765252590179443,0.061879418790340424,0.7765252590179443,0.11393807828426361,0.047657277435064316
160,fishing_vessel,fishing_vessel,0.6253235936164856,0.1303812563419342,0.6253235936164856,0.1486656665802002,0.09562953561544418
161,fishing_vessel,fishing_vessel,0.7130802869796753,0.09326380491256714,0.7130802869796753,0.12401024252176285,0.06964565813541412
162,fishing_vessel,fishing_vessel,0.8113883137702942,0.05311332270503044,0.8113883137702942,0.09470268338918686,0.04079568758606911
163,fishing_vessel,fishing_vessel,0.8436427116394043,0.04491337016224861,0.8436427116394043,0.07705812901258469,0.034385740756988525
164,fishing_vessel,fishing_vessel,0.7253392338752747,0.08863765001296997,0.7253392338752747,0.11972486972808838,0.06629826128482819
165,fishing_vessel,fishing_vessel,0.8629229068756104,0.039781078696250916,0.8629229068756104,0.06689489632844925,0.03040112741291523
166,fishing_vessel,fishing_vessel,0.8260946869850159,0.04996804520487785,0.8260946869850159,0.08568161725997925,0.038255639374256134
167,fishing_vessel,fishing_vessel,0.7522504925727844,0.06699685007333755,0.7522504925727844,0.1289748102426529,0.05177788436412811
168,fishing_vessel,fishing_vessel,0.7003427147865295,0.0985131561756134,0.7003427147865295,0.1277928203344345,0.07335135340690613
169,fishing_vessel,fishing_vessel,0.5340209603309631,0.10150251537561417,0.5340209603309631,0.2840406000614166,0.08043591678142548
170,fishing_vessel,fishing_vessel,0.5631639957427979,0.1602606326341629,0.5631639957427979,0.16102316975593567,0.11555225402116776
171,fishing_vessel,fishing_vessel,0.33539846539497375,0.3116268217563629,0.33539846539497375,0.1561196744441986,0.19685503840446472
172,fishing_vessel,fishing_vessel,0.5541293025016785,0.16503746807575226,0.5541293025016785,0.1622140109539032,0.11861924827098846
173,fishing_vessel,fishing_vessel,0.5706285834312439,0.15653683245182037,0.5706285834312439,0.15971370041370392,0.1131209284067154
174,fishing_vessel,fishing_vessel,0.6852434277534485,0.10482118278741837,0.6852434277534485,0.13212668895721436,0.07780873775482178
175,fishing_vessel,fishing_vessel,0.6615033149719238,0.11449993401765823,0.6615033149719238,0.13932859897613525,0.08466816693544388
176,fishing_vessel,fishing_vessel,0.4738864600658417,0.21049530804157257,0.4738864600658417,0.1690119057893753,0.14660635590553284
177,fishing_vessel,fishing_vessel,0.79953533411026,0.0587196908891201,0.79953533411026,0.09692315757274628,0.04482186585664749
178,fishing_vessel,small_craft,0.8037108778953552,0.04515370354056358,0.1133168414235115,0.8037108778953552,0.03781859204173088
179,fishing_vessel,fishing_vessel,0.3902197778224945,0.26724618673324585,0.3902197778224945,0.16517117619514465,0.17736288905143738
180,fishing_vessel,fishing_vessel,0.7492432594299316,0.0798569917678833,0.7492432594299316,0.11097782105207443,0.059921976178884506
181,fishing_vessel,fishing_vessel,0.44580796360969543,0.2283509224653244,0.44580796360969543,0.16901160776615143,0.15682947635650635
182,fishing_vessel,fishing_vessel,0.6689013242721558,0.11146675050258636,0.6689013242721558,0.13713784515857697,0.08249408006668091
183,fishing_vessel,fishing_vessel,0.8205978274345398,0.050880562514066696,0.8205978274345398,0.08949132263660431,0.03903037682175636
184,fishing_vessel,fishing_vessel,0.6304054856300354,0.1282985508441925,0.6304054856300354,0.14713512361049652,0.09416089206933975
185,fishing_vessel,fishing_vessel,0.45785456895828247,0.22041389346122742,0.45785456895828247,0.16939948499202728,0.15233202278614044
186,fishing_vessel,fishing_vessel,0.637210488319397,0.12459832429885864,0.637210488319397,0.14646917581558228,0.09172194451093674
187,fishing_vessel,fishing_vessel,0.826110303401947,0.052689921110868454,0.826110303401947,0.08125384896993637,0.039945971220731735
188,fishing_vessel,fishing_vessel,0.7741031050682068,0.06225011870265007,0.7741031050682068,0.11566902697086334,0.04797773435711861
189,fishing_vessel,fishing_vessel,0.608043372631073,0.09335308521986008,0.608043372631073,0.22527532279491425,0.07332821935415268
190,fishing_vessel,fishing_vessel,0.6670364737510681,0.11232314258813858,0.6670364737510681,0.13755352795124054,0.08308680355548859
191,fishing_vessel,fishing_vessel,0.5912207365036011,0.1464530974626541,0.5912207365036011,0.15588252246379852,0.10644368082284927
192,fishing_vessel,fishing_vessel,0.6957681179046631,0.10051700472831726,0.6957681179046631,0.12895670533180237,0.0747581496834755
193,fishing_vessel,fishing_vessel,0.68947833776474,0.10288917273283005,0.68947833776474,0.13116180896759033,0.07647064328193665
194,fishing_vessel,fishing_vessel,0.8011899590492249,0.06122985854744911,0.8011899590492249,0.09131074696779251,0.046269480139017105
195,fishing_vessel,fishing_vessel,0.5629907250404358,0.09903933107852936,0.5629907250404358,0.2597777545452118,0.07819216698408127
196,fishing_vessel,fishing_vessel,0.751632034778595,0.06782910972833633,0.751632034778595,0.1281728744506836,0.05236593261361122
197,fishing_vessel,fishing_vessel,0.6189189553260803,0.09238660335540771,0.6189189553260803,0.2162407636642456,0.07245370745658875
198,fishing_vessel,fishing_vessel,0.623455286026001,0.13110317289829254,0.623455286026001,0.14926323294639587,0.0961783304810524
199,fishing_vessel,fishing_vessel,0.6779118776321411,0.10781475156545639,0.6779118776321411,0.13433340191841125,0.07993987947702408
200,fishing_vessel,fishing_vessel,0.531271755695343,0.1771513670682907,0.531271755695343,0.16520985960960388,0.12636704742908478
201,fishing_vessel,fishing_vessel,0.5501816272735596,0.1669975221157074,0.5501816272735596,0.16288906335830688,0.11993172019720078
202,fishing_vessel,fishing_vessel,0.6364741325378418,0.12527978420257568,0.6364741325378418,0.14611417055130005,0.0921318456530571
203,fishing_vessel,fishing_vessel,0.547881543636322,0.16806155443191528,0.547881543636322,0.16343453526496887,0.12062239646911621
204,fishing_vessel,fishing_vessel,0.5175328850746155,0.18477532267570496,0.5175328850746155,0.16656778752803802,0.13112397491931915
205,fishing_vessel,fishing_vessel,0.711776077747345,0.09394102543592453,0.711776077747345,0.12418816238641739,0.07009470462799072
206,fishing_vessel,fishing_vessel,0.5925658941268921,0.14573362469673157,0.5925658941268921,0.15572227537631989,0.10597825050354004
207,fishing_vessel,fishing_vessel,0.5402876138687134,0.1722797453403473,0.5402876138687134,0.16415593028068542,0.1232767254114151
208,fishing_vessel,cargo_ship,0.43610936403274536,0.43610936403274536,0.21701177954673767,0.11867251247167587,0.2282063215970993
209,fishing_vessel,fishing_vessel,0.4426839053630829,0.2302951216697693,0.4426839053630829,0.16912680864334106,0.15789426863193512
210,fishing_vessel,fishing_vessel,0.3678585886955261,0.2847558856010437,0.3678585886955261,0.1619824469089508,0.18540310859680176
211,fishing_vessel,cargo_ship,0.4078223705291748,0.4078223705291748,0.23994463682174683,0.12779951095581055,0.22443342208862305
212,fishing_vessel,fishing_vessel,0.42419055104255676,0.24283689260482788,0.42419055104255676,0.16831524670124054,0.16465729475021362
213,fishing_vessel,cargo_ship,0.45650896430015564,0.45650896430015564,0.20168007910251617,0.11220832169055939,0.22960264980793
214,fishing_vessel,fishing_vessel,0.6881648302078247,0.1031889095902443,0.6881648302078247,0.13193438947200775,0.07671188563108444
215,fishing_vessel,fishing_vessel,0.6050708293914795,0.0935104712843895,0.6050708293914795,0.22792890667915344,0.07348982244729996
216,fishing_vessel,fishing_vessel,0.7900445461273193,0.05846291407942772,0.7900445461273193,0.10650721937417984,0.04498531296849251
217,fishing_vessel,small_craft,0.8217087388038635,0.039589621126651764,0.10575316846370697,0.8217087388038635,0.03294847533106804
218,fishing_vessel,fishing_vessel,0.7940680980682373,0.05851402133703232,0.7940680980682373,0.10252209007740021,0.04489574208855629
219,fishing_vessel,fishing_vessel,0.4649086594581604,0.10482076555490494,0.4649086594581604,0.34645453095436096,0.0838160365819931
220,fishing_vessel,fishing_vessel,0.6258850693702698,0.13022899627685547,0.6258850693702698,0.14838038384914398,0.09550557285547256
221,fishing_vessel,fishing_vessel,0.7694583535194397,0.0722484439611435,0.7694583535194397,0.10388605296611786,0.05440723896026611
222,fishing_vessel,fishing_vessel,0.6210358738899231,0.13253706693649292,0.6210358738899231,0.1493595987558365,0.09706740826368332
223,fishing_vessel,fishing_vessel,0.47922125458717346,0.20716767013072968,0.47922125458717346,0.1689343899488449,0.14467674493789673
224,fishing_vessel,fishing_vessel,0.4850177466869354,0.20351454615592957,0.4850177466869354,0.1689152866601944,0.14255237579345703
225,fishing_vessel,fishing_vessel,0.6654571294784546,0.11301083117723465,0.6654571294784546,0.13796918094158173,0.08356284350156784
226,fishing_vessel,fishing_vessel,0.5130675435066223,0.18708190321922302,0.5130675435066223,0.16725896298885345,0.1325916051864624
227,fishing_vessel,fishing_vessel,0.5983574390411377,0.14299269020557404,0.5983574390411377,0.15448962152004242,0.10416024178266525
228,fishing_vessel,fishing_vessel,0.5736675262451172,0.15507590770721436,0.5736675262451172,0.1591210812330246,0.11213551461696625
229,fishing_vessel,fishing_vessel,0.8533265590667725,0.043873757123947144,0.8533265590667725,0.06945426762104034,0.03334541246294975
230,fishing_vessel,fishing_vessel,0.4520748555660248,0.22420619428157806,0.4520748555660248,0.16922563314437866,0.1544933170080185
231,fishing_vessel,fishing_vessel,0.6684942841529846,0.11162438988685608,0.6684942841529846,0.1372825801372528,0.08259868621826172
