clip_id,repeat_index,sea_state,vessel_class,n_blades,generator_freq,cavitation_intensity,shaft_rate,blade_pass_freq,has_cavitation,cavitation_peak_freq,n_cavitation_bursts,equipment_base_freq,resonance_freq_1,resonance_freq_2,resonance_freq_3,sea_rms_pa,ship_rms_pa,combined_rms_pa,scale_factor,sea_spl_db,ship_spl_db,combined_spl_db,snr_db
51,1,0,small_craft,4,0.0,0.6667,17.9869,71.9474,True,6215.7,775,25.0,140.15,135.07,0.0,0.00743374574441087,0.014832272742883285,0.01665668919014409,40.19515441862728,77.42,83.42,84.43,6.0
52,2,0,small_craft,4,0.0,0.6667,22.8271,91.3082,True,6167.9,1018,25.0,246.92,428.22,88.88,0.00743374574441087,0.014832272742883287,0.016651213614887708,36.36677512501541,77.42,83.42,84.43,6.0
53,3,0,small_craft,4,0.0,0.6667,21.272,85.0879,True,6029.44,954,25.0,130.92,299.37,0.0,0.00743374574441087,0.014832272742883287,0.016474329570478122,36.35432160076222,77.42,83.42,84.34,6.0
54,4,0,small_craft,4,0.0,0.6667,25.0622,100.2489,True,5901.37,1084,25.0,63.18,222.85,0.0,0.00743374574441087,0.014832272742883292,0.01658901441349632,33.20324576236109,77.42,83.42,84.4,6.0
55,0,0,small_craft,4,0.0,1.0,18.4474,73.7896,True,6017.36,1159,25.0,200.57,490.94,0.0,0.00743374574441087,0.01483227274288329,0.016537078522684094,24.851653180109942,77.42,83.42,84.37,6.0
56,1,0,small_craft,4,0.0,1.0,20.759,83.0361,True,6096.79,1234,25.0,116.58,421.59,0.0,0.00743374574441087,0.014832272742883288,0.016539827579083496,24.4738278495945,77.42,83.42,84.37,6.0
57,2,0,small_craft,4,0.0,1.0,19.667,78.668,True,5898.43,1216,25.0,68.07,421.11,0.0,0.00743374574441087,0.014832272742883288,0.01656127050306939,21.73352703037013,77.42,83.42,84.38,6.0
58,3,0,small_craft,4,0.0,1.0,18.5009,74.0035,True,6089.42,1113,25.0,81.68,152.56,0.0,0.00743374574441087,0.014832272742883287,0.016501221364543663,21.374819365976304,77.42,83.42,84.35,6.0
59,4,0,small_craft,4,0.0,1.0,18.7727,75.0907,True,6032.91,1125,25.0,186.48,411.25,121.56,0.00743374574441087,0.014832272742883285,0.016553011685617063,26.6169736435114,77.42,83.42,84.38,6.0
60,0,0,small_craft,4,50.0,0.0,21.5773,86.3093,False,0.0,0,25.0,184.34,144.16,429.85,0.00743374574441087,0.014832272742883288,0.01652988917163383,47.649812090888574,77.42,83.42,84.37,6.0
61,1,0,small_craft,4,50.0,0.0,23.4231,93.6925,False,0.0,0,25.0,257.47,97.35,0.0,0.00743374574441087,0.014832272742883288,0.016579292080393708,47.996144562236786,77.42,83.42,84.39,6.0
62,2,0,small_craft,4,50.0,0.0,27.7235,110.8942,False,0.0,0,25.0,303.96,124.08,132.42,0.00743374574441087,0.014832272742883285,0.016587790149809163,47.86472600757396,77.42,83.42,84.4,6.0
63,3,0,small_craft,4,50.0,0.0,18.3377,73.3506,False,0.0,0,25.0,242.06,137.42,0.0,0.00743374574441087,0.014832272742883288,0.016660906286033946,47.97078064137065,77.42,83.42,84.43,6.0
64,4,0,small_craft,4,50.0,0.0,29.5475,118.19,False,0.0,0,25.0,367.93,286.21,0.0,0.00743374574441087,0.014832272742883288,0.01667046890479843,47.9285101978247,77.42,83.42,84.44,6.0
65,0,0,small_craft,4,50.0,0.3333,17.7767,71.1067,True,5752.35,450,25.0,220.43,226.71,143.41,0.00743374574441087,0.01483227274288329,0.01661269081766051,47.51354527265177,77.42,83.42,84.41,6.0
66,1,0,small_craft,4,50.0,0.3333,18.8827,75.5307,True,5891.96,430,25.0,190.19,383.58,72.93,0.00743374574441087,0.014832272742883288,0.01662792539470135,47.2254002196828,77.42,83.42,84.42,6.0
67,2,0,small_craft,4,50.0,0.3333,24.3082,97.2328,True,5920.16,612,25.0,78.32,147.66,466.15,0.00743374574441087,0.01483227274288329,0.016541126001313605,46.95890605662859,77.42,83.42,84.37,6.0
68,3,0,small_craft,4,50.0,0.3333,27.5162,110.0646,True,6016.71,646,25.0,258.34,266.41,0.0,0.00743374574441087,0.014832272742883287,0.016560686308384566,47.535539302757215,77.42,83.42,84.38,6.0
69,4,0,small_craft,4,50.0,0.3333,29.3443,117.3771,True,5996.26,706,25.0,390.38,52.12,0.0,0.00743374574441087,0.014832272742883288,0.01659429775553833,47.52229169705256,77.42,83.42,84.4,6.0
70,0,0,small_craft,4,50.0,0.6667,16.7951,67.1805,True,5930.96,743,25.0,212.36,202.1,0.0,0.00743374574441087,0.014832272742883287,0.016597265605455627,37.19477620333968,77.42,83.42,84.4,6.0
71,1,0,small_craft,4,50.0,0.6667,21.709,86.8359,True,5941.48,917,25.0,269.16,68.5,248.44,0.00743374574441087,0.014832272742883288,0.016528999249375127,39.51462932497033,77.42,83.42,84.36,6.0
72,2,0,small_craft,4,50.0,0.6667,19.3882,77.553,True,6079.07,833,25.0,343.57,279.04,90.87,0.00743374574441087,0.01483227274288329,0.01663393381016427,41.77844387841671,77.42,83.42,84.42,6.0
73,3,0,small_craft,4,50.0,0.6667,28.2234,112.8936,True,5977.42,1251,25.0,50.15,131.02,0.0,0.00743374574441087,0.014832272742883288,0.016570994108534104,33.1959328608561,77.42,83.42,84.39,6.0
74,4,0,small_craft,4,50.0,0.6667,26.7155,106.8619,True,5986.96,1191,25.0,416.52,242.8,146.3,0.00743374574441087,0.014832272742883288,0.016621779076946334,39.470810237270946,77.42,83.42,84.41,6.0
75,0,0,small_craft,4,50.0,1.0,19.5322,78.1288,True,5951.97,1133,25.0,206.39,445.11,0.0,0.00743374574441087,0.014832272742883292,0.016551107301725015,22.12938115307968,77.42,83.42,84.38,6.0
76,1,0,small_craft,4,50.0,1.0,24.8927,99.5707,True,5978.5,1578,25.0,369.09,116.48,149.42,0.00743374574441087,0.014832272742883287,0.016659900132440498,19.786857650554644,77.42,83.42,84.43,6.0
77,2,0,small_craft,4,50.0,1.0,21.3802,85.5207,True,6088.92,1323,25.0,115.17,336.56,0.0,0.00743374574441087,0.014832272742883288,0.016642340217850125,20.6480244282929,77.42,83.42,84.42,6.0
78,3,0,small_craft,4,50.0,1.0,24.0215,96.0858,True,6079.85,1387,25.0,348.57,50.6,0.0,0.00743374574441087,0.014832272742883287,0.016549229602291375,25.988758019344303,77.42,83.42,84.38,6.0
79,4,0,small_craft,4,50.0,1.0,18.1144,72.4574,True,5979.81,1114,25.0,450.26,223.12,50.34,0.00743374574441087,0.014832272742883288,0.0165631386309021,21.33362218537956,77.42,83.42,84.38,6.0
80,0,0,small_craft,5,0.0,0.0,18.52,92.5998,False,0.0,0,25.0,272.55,71.85,249.41,0.00743374574441087,0.014832272742883288,0.016679434153719457,49.38221725941762,77.42,83.42,84.44,6.0
81,1,0,small_craft,5,0.0,0.0,27.7016,138.5081,False,0.0,0,25.0,266.79,217.95,0.0,0.00743374574441087,0.014832272742883288,0.016428582324785463,49.089665787484584,77.42,83.42,84.31,6.0
82,2,0,small_craft,5,0.0,0.0,23.6591,118.2955,False,0.0,0,25.0,468.36,293.48,0.0,0.00743374574441087,0.01483227274288329,0.016550168868345014,49.249191661759866,77.42,83.42,84.38,6.0
83,3,0,small_craft,5,0.0,0.0,21.0357,105.1783,False,0.0,0,25.0,275.25,494.29,0.0,0.00743374574441087,0.01483227274288329,0.016593681534250566,49.31824814701515,77.42,83.42,84.4,6.0
84,4,0,small_craft,5,0.0,0.0,15.565,77.8251,False,0.0,0,25.0,117.78,440.8,263.41,0.00743374574441087,0.014832272742883288,0.01659665889637788,49.29251190225727,77.42,83.42,84.4,6.0
85,0,0,small_craft,5,0.0,0.3333,21.8776,109.3878,True,6162.35,668,25.0,469.21,273.25,0.0,0.00743374574441087,0.014832272742883288,0.01655052075937511,48.88868358424373,77.42,83.42,84.38,6.0
86,1,0,small_craft,5,0.0,0.3333,22.8375,114.1873,True,5873.36,665,25.0,279.93,145.75,412.26,0.00743374574441087,0.014832272742883288,0.016648639074393855,48.72060006190302,77.42,83.42,84.43,6.0
87,2,0,small_craft,5,0.0,0.3333,18.0366,90.1828,True,6157.08,539,25.0,77.4,373.22,251.87,0.00743374574441087,0.01483227274288329,0.016614919479186252,48.86156461321929,77.42,83.42,84.41,6.0
88,3,0,small_craft,5,0.0,0.3333,24.2863,121.4313,True,5989.39,726,25.0,241.76,243.36,0.0,0.00743374574441087,0.014832272742883288,0.01657435491768636,48.39499875651704,77.42,83.42,84.39,6.0
89,4,0,small_craft,5,0.0,0.3333,25.1343,125.6717,True,5830.81,800,25.0,123.35,291.98,0.0,0.00743374574441087,0.014832272742883288,0.016777370133905012,47.74812280577685,77.42,83.42,84.49,6.0
90,0,0,small_craft,5,0.0,0.6667,18.8649,94.3244,True,5957.87,1042,25.0,104.44,110.84,0.0,0.00743374574441087,0.014832272742883288,0.016660441612660677,35.523536491877,77.42,83.42,84.43,6.0
91,1,0,small_craft,5,0.0,0.6667,19.5717,97.8587,True,6142.11,1015,25.0,212.48,53.87,496.79,0.00743374574441087,0.014832272742883288,0.016549291335695406,37.205138281234994,77.42,83.42,84.38,6.0
92,2,0,small_craft,5,0.0,0.6667,15.5554,77.777,True,5986.77,845,25.0,175.39,142.56,0.0,0.00743374574441087,0.014832272742883288,0.01653766136315269,40.99390888925873,77.42,83.42,84.37,6.0
93,3,0,small_craft,5,0.0,0.6667,27.9797,139.8983,True,6022.72,1562,25.0,256.32,114.3,164.91,0.00743374574441087,0.01483227274288329,0.01661526960878733,38.10601321476188,77.42,83.42,84.41,6.0
94,4,0,small_craft,5,0.0,0.6667,17.0764,85.3822,True,6125.24,936,25.0,117.93,134.21,0.0,0.00743374574441087,0.014832272742883288,0.016664498626918316,39.435786123004355,77.42,83.42,84.44,6.0
95,0,0,small_craft,5,0.0,1.0,24.9876,124.9381,True,6042.78,1819,25.0,138.73,81.7,399.15,0.00743374574441087,0.014832272742883288,0.016562189795623693,15.987221702072246,77.42,83.42,84.38,6.0
96,1,0,small_craft,5,0.0,1.0,21.6872,108.4358,True,5989.73,1520,25.0,277.73,86.35,244.27,0.00743374574441087,0.014832272742883288,0.016686267860740026,24.199524518313183,77.42,83.42,84.45,6.0
97,2,0,small_craft,5,0.0,1.0,22.9006,114.5029,True,6018.7,1751,25.0,301.03,104.59,258.84,0.00743374574441087,0.01483227274288329,0.016600299050904474,20.37673954497035,77.42,83.42,84.4,6.0
98,3,0,small_craft,5,0.0,1.0,22.8926,114.4631,True,6021.06,1710,25.0,189.55,256.32,0.0,0.00743374574441087,0.01483227274288329,0.016499575419963233,21.126981225224238,77.42,83.42,84.35,6.0
99,4,0,small_craft,5,0.0,1.0,24.481,122.4049,True,6010.11,1835,25.0,350.62,227.66,0.0,0.00743374574441087,0.014832272742883287,0.016627518597227824,18.592663533240792,77.42,83.42,84.42,6.0
100,0,0,small_craft,5,50.0,0.0,19.3465,96.7327,False,0.0,0,25.0,55.83,280.99,266.6,0.00743374574441087,0.014832272742883288,0.01637619645984208,48.05330610183604,77.42,83.42,84.28,6.0
101,1,0,small_craft,5,50.0,0.0,16.9188,84.5939,False,0.0,0,25.0,151.35,247.49,0.0,0.00743374574441087,0.014832272742883287,0.016650182977330723,48.306110285179564,77.42,83.42,84.43,6.0
102,2,0,small_craft,5,50.0,0.0,23.1152,115.576,False,0.0,0,25.0,132.85,179.04,425.47,0.00743374574441087,0.014832272742883288,0.01655874001963781,48.30610111928417,77.42,83.42,84.38,6.0
103,3,0,small_craft,5,50.0,0.0,22.0426,110.213,False,0.0,0,25.0,140.99,438.62,0.0,0.00743374574441087,0.01483227274288329,0.016645647602435042,48.44854084654293,77.42,83.42,84.43,6.0
104,4,0,small_craft,5,50.0,0.0,27.6113,138.0567,False,0.0,0,25.0,233.56,382.95,0.0,0.00743374574441087,0.014832272742883288,0.01644870829858672,48.18220612326778,77.42,83.42,84.32,6.0
105,0,0,small_craft,5,50.0,0.3333,16.3706,81.8528,True,5861.85,473,25.0,142.25,96.69,275.14,0.00743374574441087,0.014832272742883288,0.016504044613585393,47.55275472615636,77.42,83.42,84.35,6.0
106,1,0,small_craft,5,50.0,0.3333,21.5129,107.5645,True,6091.85,657,25.0,243.53,465.01,79.81,0.00743374574441087,0.014832272742883287,0.016699909334194952,47.7607305203581,77.42,83.42,84.45,6.0
107,2,0,small_craft,5,50.0,0.3333,24.874,124.3701,True,6008.95,707,25.0,414.24,142.66,0.0,0.00743374574441087,0.01483227274288329,0.01658788121790811,45.639401227212545,77.42,83.42,84.4,6.0
108,3,0,small_craft,5,50.0,0.3333,26.7024,133.5119,True,6038.17,800,25.0,437.74,61.35,0.0,0.00743374574441087,0.014832272742883288,0.016521144221887347,47.67501042980224,77.42,83.42,84.36,6.0
109,4,0,small_craft,5,50.0,0.3333,19.6268,98.1339,True,5893.05,628,25.0,98.85,225.14,177.7,0.00743374574441087,0.014832272742883287,0.016619966674574643,47.43064732522143,77.42,83.42,84.41,6.0
110,0,0,small_craft,5,50.0,0.6667,17.539,87.6951,True,5958.4,911,25.0,298.34,92.95,0.0,0.00743374574441087,0.01483227274288329,0.016646493481522043,37.983008398162724,77.42,83.42,84.43,6.0
111,1,0,small_craft,5,50.0,0.6667,22.7607,113.8033,True,6065.76,1273,25.0,146.6,132.98,0.0,0.00743374574441087,0.01483227274288329,0.016516101251483457,36.697236295173575,77.42,83.42,84.36,6.0
112,2,0,small_craft,5,50.0,0.6667,18.8908,94.454,True,6030.15,1055,25.0,203.88,244.51,118.78,0.00743374574441087,0.01483227274288329,0.016581238988729236,39.23761701468311,77.42,83.42,84.39,6.0
113,3,0,small_craft,5,50.0,0.6667,21.3311,106.6556,True,6075.84,1172,25.0,60.07,234.37,127.21,0.00743374574441087,0.014832272742883287,0.01651391028868097,36.37814917226791,77.42,83.42,84.36,6.0
114,4,0,small_craft,5,50.0,0.6667,26.5632,132.8162,True,5962.53,1455,25.0,103.89,109.0,0.0,0.00743374574441087,0.014832272742883287,0.016678121831203693,32.277821237070945,77.42,83.42,84.44,6.0
115,0,0,small_craft,5,50.0,1.0,22.8817,114.4086,True,6005.67,1731,25.0,327.06,60.84,0.0,0.00743374574441087,0.014832272742883288,0.016662236260206645,22.942185596922524,77.42,83.42,84.43,6.0
116,1,0,small_craft,5,50.0,1.0,20.4083,102.0416,True,6036.46,1474,25.0,297.05,92.41,301.08,0.00743374574441087,0.014832272742883287,0.016547272025974565,19.899611643367283,77.42,83.42,84.37,6.0
117,2,0,small_craft,5,50.0,1.0,18.0419,90.2095,True,6021.28,1331,25.0,361.29,231.54,0.0,0.00743374574441087,0.014832272742883288,0.01660201553997284,17.580876977065927,77.42,83.42,84.4,6.0
118,3,0,small_craft,5,50.0,1.0,23.8793,119.3965,True,6105.57,1851,25.0,380.49,118.96,0.0,0.00743374574441087,0.01483227274288329,0.016637803123967385,17.859752465996937,77.42,83.42,84.42,6.0
119,4,0,small_craft,5,50.0,1.0,20.3958,101.9792,True,5977.0,1546,25.0,108.09,280.45,315.43,0.00743374574441087,0.01483227274288329,0.016575699825805423,21.682987986512458,77.42,83.42,84.39,6.0
120,0,0,fishing_vessel,3,0.0,0.0,5.4452,16.3356,False,0.0,0,25.0,282.22,67.63,487.53,0.00743374574441087,0.014832272742883288,0.016701101928748782,46.478149442940904,77.42,83.42,84.45,6.0
121,1,0,fishing_vessel,3,0.0,0.0,6.9205,20.7614,False,0.0,0,25.0,168.39,136.49,0.0,0.00743374574441087,0.014832272742883288,0.01655206360488116,46.68016078919896,77.42,83.42,84.38,6.0
122,2,0,fishing_vessel,3,0.0,0.0,7.4694,22.4083,False,0.0,0,25.0,293.24,133.55,0.0,0.00743374574441087,0.014832272742883287,0.016569763910100666,46.59729276228519,77.42,83.42,84.39,6.0
123,3,0,fishing_vessel,3,0.0,0.0,5.3525,16.0576,False,0.0,0,25.0,92.94,273.05,133.37,0.00743374574441087,0.01483227274288329,0.01658053055062516,46.544465259203314,77.42,83.42,84.39,6.0
124,4,0,fishing_vessel,3,0.0,0.0,4.8179,14.4536,False,0.0,0,25.0,123.17,440.26,0.0,0.00743374574441087,0.01483227274288329,0.016485629579784125,47.53035859881354,77.42,83.42,84.34,6.0
125,0,0,fishing_vessel,3,0.0,0.3333,7.9991,23.9972,True,1813.17,136,25.0,371.71,123.79,0.0,0.00743374574441087,0.014832272742883288,0.016495168896681643,46.30928646831961,77.42,83.42,84.35,6.0
