clip_id,repeat_index,sea_state,vessel_class,n_blades,generator_freq,cavitation_intensity,shaft_rate,blade_pass_freq,has_cavitation,cavitation_peak_freq,n_cavitation_bursts,equipment_base_freq,resonance_freq_1,resonance_freq_2,resonance_freq_3,sea_rms_pa,ship_rms_pa,combined_rms_pa,scale_factor,sea_spl_db,ship_spl_db,combined_spl_db,snr_db,tensor_path,waveform_path
10,0,0,small_craft,3,0.0,0.6667,16.888,50.6641,True,5871.24,595,25.0,209.0,235.68,0.0,0.0074337457444108,0.0148322727428832,0.0166512074863433,41.18586933869152,77.42,83.42,84.43,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000010.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000010.npy
11,1,0,small_craft,3,0.0,0.6667,22.4878,67.4635,True,5914.55,715,25.0,126.99,212.6,0.0,0.0074337457444108,0.0148322727428832,0.0166114360254652,38.4984836175508,77.42,83.42,84.41,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000011.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000011.npy
12,2,0,small_craft,3,0.0,0.6667,16.3745,49.1234,True,5804.87,559,25.0,127.07,303.75,0.0,0.0074337457444108,0.0148322727428832,0.016555741541826,39.3894525408712,77.42,83.42,84.38,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000012.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000012.npy
13,3,0,small_craft,3,0.0,0.6667,21.6561,64.9683,True,6000.47,716,25.0,109.74,370.37,0.0,0.0074337457444108,0.0148322727428832,0.0166532730130285,39.98378225407124,77.42,83.42,84.43,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000013.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000013.npy
14,4,0,small_craft,3,0.0,0.6667,16.8809,50.6426,True,6316.71,581,25.0,152.45,71.53,0.0,0.0074337457444108,0.0148322727428832,0.0165625221634554,43.09674000977629,77.42,83.42,84.38,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000014.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000014.npy
15,0,0,small_craft,3,0.0,1.0,22.2481,66.7444,True,6129.44,972,25.0,181.99,442.64,59.23,0.0074337457444108,0.0148322727428832,0.0165853063759392,27.24784383862084,77.42,83.42,84.39,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000015.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000015.npy
16,1,0,small_craft,3,0.0,1.0,16.6759,50.0277,True,5997.1,730,25.0,128.96,120.47,0.0,0.0074337457444108,0.0148322727428832,0.0166502681533547,23.59756715004585,77.42,83.42,84.43,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000016.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000016.npy
17,2,0,small_craft,3,0.0,1.0,24.0042,72.0126,True,5890.29,1085,25.0,146.5,472.21,99.17,0.0074337457444108,0.0148322727428832,0.0166291746102924,25.12114832606578,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000017.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000017.npy
18,3,0,small_craft,3,0.0,1.0,21.6181,64.8544,True,6053.0,1025,25.0,91.32,159.52,0.0,0.0074337457444108,0.0148322727428832,0.016627755812004,22.38130174857269,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000018.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000018.npy
19,4,0,small_craft,3,0.0,1.0,25.0602,75.1806,True,5943.47,1193,25.0,166.02,216.07,0.0,0.0074337457444108,0.0148322727428832,0.0165468883963897,19.43740424160346,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000019.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000019.npy
20,0,0,small_craft,3,50.0,0.0,16.5771,49.7314,False,0.0,0,25.0,387.99,146.7,272.68,0.0074337457444108,0.0148322727428832,0.016448198652813,45.21078241669793,77.42,83.42,84.32,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000020.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000020.npy
21,1,0,small_craft,3,50.0,0.0,17.4705,52.4115,False,0.0,0,25.0,493.05,146.4,116.07,0.0074337457444108,0.0148322727428832,0.0166007909253925,47.31392833531952,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000021.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000021.npy
22,2,0,small_craft,3,50.0,0.0,25.7585,77.2756,False,0.0,0,25.0,345.34,66.04,0.0,0.0074337457444108,0.0148322727428832,0.0165381181024968,47.42855240508351,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000022.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000022.npy
23,3,0,small_craft,3,50.0,0.0,24.892,74.6759,False,0.0,0,25.0,169.5,68.29,297.47,0.0074337457444108,0.0148322727428832,0.0166249490696694,44.34017535283042,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000023.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000023.npy
24,4,0,small_craft,3,50.0,0.0,15.3672,46.1015,False,0.0,0,25.0,143.31,239.66,101.02,0.0074337457444108,0.0148322727428832,0.0165457904778658,47.13457717356896,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000024.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000024.npy
25,0,0,small_craft,3,50.0,0.3333,24.3057,72.9172,True,5965.09,451,25.0,251.81,53.93,0.0,0.0074337457444108,0.0148322727428832,0.0165228254145879,47.05525061938427,77.42,83.42,84.36,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000025.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000025.npy
26,1,0,small_craft,3,50.0,0.3333,28.8128,86.4384,True,6027.89,532,25.0,59.71,192.84,0.0,0.0074337457444108,0.0148322727428832,0.0165343993613016,46.92457520630891,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000026.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000026.npy
27,2,0,small_craft,3,50.0,0.3333,19.049,57.1471,True,6100.65,333,25.0,133.41,239.67,0.0,0.0074337457444108,0.0148322727428832,0.0165985292598755,47.165532206418334,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000027.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000027.npy
28,3,0,small_craft,3,50.0,0.3333,18.7367,56.21,True,6202.51,319,25.0,53.37,150.83,0.0,0.0074337457444108,0.0148322727428832,0.0166271660138306,46.8590387150251,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000028.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000028.npy
29,4,0,small_craft,3,50.0,0.3333,15.775,47.325,True,6253.29,309,25.0,119.92,265.07,0.0,0.0074337457444108,0.0148322727428832,0.0166351962721002,47.032268301438286,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000029.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000029.npy
30,0,0,small_craft,3,50.0,0.6667,18.9646,56.8939,True,6023.99,657,25.0,216.65,174.63,70.07,0.0074337457444108,0.0148322727428832,0.0166088291863741,39.84924379154239,77.42,83.42,84.41,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000030.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000030.npy
31,1,0,small_craft,3,50.0,0.6667,15.0918,45.2753,True,6043.73,495,25.0,167.13,427.63,0.0,0.0074337457444108,0.0148322727428832,0.0166427998558664,40.88757209351494,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000031.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000031.npy
32,2,0,small_craft,3,50.0,0.6667,29.6257,88.877,True,5905.05,969,25.0,275.0,77.52,246.31,0.0074337457444108,0.0148322727428832,0.0164972025666479,39.16961669642069,77.42,83.42,84.35,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000032.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000032.npy
33,3,0,small_craft,3,50.0,0.6667,16.7406,50.2217,True,6038.94,548,25.0,146.45,496.52,0.0,0.0074337457444108,0.0148322727428832,0.0165887319462417,40.08343522513498,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000033.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000033.npy
34,4,0,small_craft,3,50.0,0.6667,23.5739,70.7218,True,5917.05,780,25.0,334.63,66.86,0.0,0.0074337457444108,0.0148322727428832,0.0166338841911551,38.99618912407178,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000034.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000034.npy
35,0,0,small_craft,3,50.0,1.0,15.4584,46.3752,True,6061.84,692,25.0,95.84,166.3,228.27,0.0074337457444108,0.0148322727428832,0.0166679696885026,25.677681732844874,77.42,83.42,84.44,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000035.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000035.npy
36,1,0,small_craft,3,50.0,1.0,16.2448,48.7343,True,5853.62,726,25.0,141.2,55.56,301.38,0.0074337457444108,0.0148322727428832,0.0166730989635596,25.753421527581185,77.42,83.42,84.44,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000036.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000036.npy
37,2,0,small_craft,3,50.0,1.0,22.5679,67.7038,True,6160.13,1021,25.0,282.41,121.19,0.0,0.0074337457444108,0.0148322727428832,0.0164766468059986,24.65301288345877,77.42,83.42,84.34,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000037.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000037.npy
38,3,0,small_craft,3,50.0,1.0,28.0293,84.0879,True,5905.69,1212,25.0,236.86,179.88,0.0,0.0074337457444108,0.0148322727428832,0.0166085796062304,20.084776323359037,77.42,83.42,84.41,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000038.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000038.npy
39,4,0,small_craft,3,50.0,1.0,15.4483,46.3448,True,6118.58,721,25.0,187.19,110.93,244.23,0.0074337457444108,0.0148322727428832,0.0165963983467434,26.706167904765707,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000039.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000039.npy
40,0,0,small_craft,4,0.0,0.0,20.3451,81.3803,False,0.0,0,25.0,115.02,264.21,205.4,0.0074337457444108,0.0148322727428832,0.0165450206861869,48.68752282645753,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000040.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000040.npy
41,1,0,small_craft,4,0.0,0.0,23.9717,95.8868,False,0.0,0,25.0,281.01,208.57,56.21,0.0074337457444108,0.0148322727428832,0.0165293893627858,48.77331882822592,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000041.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000041.npy
42,2,0,small_craft,4,0.0,0.0,24.9665,99.8662,False,0.0,0,25.0,397.94,144.51,82.7,0.0074337457444108,0.0148322727428832,0.0166413280266228,47.12236306794452,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000042.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000042.npy
43,3,0,small_craft,4,0.0,0.0,26.6989,106.7955,False,0.0,0,25.0,246.94,57.28,110.91,0.0074337457444108,0.0148322727428832,0.0165871320671643,48.654565014664506,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000043.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000043.npy
44,4,0,small_craft,4,0.0,0.0,24.1343,96.5372,False,0.0,0,25.0,158.73,76.5,266.25,0.0074337457444108,0.0148322727428832,0.0165400199487715,48.76607261622296,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000044.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000044.npy
45,0,0,small_craft,4,0.0,0.3333,25.3689,101.4755,True,5894.91,570,25.0,355.54,198.95,138.61,0.0074337457444108,0.0148322727428832,0.0166559423477625,47.39855517310307,77.42,83.42,84.43,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000045.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000045.npy
46,1,0,small_craft,4,0.0,0.3333,22.5851,90.3406,True,5943.61,528,25.0,359.81,257.36,117.03,0.0074337457444108,0.0148322727428832,0.0166746076179128,48.040375880803,77.42,83.42,84.44,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000046.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000046.npy
47,2,0,small_craft,4,0.0,0.3333,24.0075,96.0301,True,5968.56,590,25.0,77.86,334.04,108.65,0.0074337457444108,0.0148322727428832,0.0166682489287438,48.15752055291029,77.42,83.42,84.44,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000047.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000047.npy
48,3,0,small_craft,4,0.0,0.3333,23.4899,93.9598,True,5869.55,634,25.0,120.55,113.55,0.0,0.0074337457444108,0.0148322727428832,0.0165017167723041,48.38757328607613,77.42,83.42,84.35,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000048.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000048.npy
49,4,0,small_craft,4,0.0,0.3333,23.1021,92.4084,True,5878.2,536,25.0,317.2,83.83,0.0,0.0074337457444108,0.0148322727428832,0.0166024734904201,48.215770917689,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000049.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000049.npy
50,0,0,small_craft,4,0.0,0.6667,19.5916,78.3665,True,6063.44,873,25.0,377.28,56.78,194.26,0.0074337457444108,0.0148322727428832,0.0165909243679216,38.79270366919791,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000050.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000050.npy
51,1,0,small_craft,4,0.0,0.6667,17.9869,71.9474,True,6215.7,775,25.0,140.15,135.07,0.0,0.0074337457444108,0.0148322727428832,0.016656689190144,40.19515441862728,77.42,83.42,84.43,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000051.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000051.npy
52,2,0,small_craft,4,0.0,0.6667,22.8271,91.3082,True,6167.9,1018,25.0,246.92,428.22,88.88,0.0074337457444108,0.0148322727428832,0.0166512136148877,36.36677512501541,77.42,83.42,84.43,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000052.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000052.npy
53,3,0,small_craft,4,0.0,0.6667,21.272,85.0879,True,6029.44,954,25.0,130.92,299.37,0.0,0.0074337457444108,0.0148322727428832,0.0164743295704781,36.35432160076222,77.42,83.42,84.34,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000053.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000053.npy
54,4,0,small_craft,4,0.0,0.6667,25.0622,100.2489,True,5901.37,1084,25.0,63.18,222.85,0.0,0.0074337457444108,0.0148322727428832,0.0165890144134963,33.20324576236109,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000054.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000054.npy
55,0,0,small_craft,4,0.0,1.0,18.4474,73.7896,True,6017.36,1159,25.0,200.57,490.94,0.0,0.0074337457444108,0.0148322727428832,0.016537078522684,24.851653180109945,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000055.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000055.npy
56,1,0,small_craft,4,0.0,1.0,20.759,83.0361,True,6096.79,1234,25.0,116.58,421.59,0.0,0.0074337457444108,0.0148322727428832,0.0165398275790834,24.4738278495945,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000056.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000056.npy
57,2,0,small_craft,4,0.0,1.0,19.667,78.668,True,5898.43,1216,25.0,68.07,421.11,0.0,0.0074337457444108,0.0148322727428832,0.0165612705030693,21.73352703037013,77.42,83.42,84.38,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000057.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000057.npy
58,3,0,small_craft,4,0.0,1.0,18.5009,74.0035,True,6089.42,1113,25.0,81.68,152.56,0.0,0.0074337457444108,0.0148322727428832,0.0165012213645436,21.374819365976304,77.42,83.42,84.35,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000058.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000058.npy
59,4,0,small_craft,4,0.0,1.0,18.7727,75.0907,True,6032.91,1125,25.0,186.48,411.25,121.56,0.0074337457444108,0.0148322727428832,0.016553011685617,26.6169736435114,77.42,83.42,84.38,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000059.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000059.npy
60,0,0,small_craft,4,50.0,0.0,21.5773,86.3093,False,0.0,0,25.0,184.34,144.16,429.85,0.0074337457444108,0.0148322727428832,0.0165298891716338,47.649812090888574,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000060.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000060.npy
61,1,0,small_craft,4,50.0,0.0,23.4231,93.6925,False,0.0,0,25.0,257.47,97.35,0.0,0.0074337457444108,0.0148322727428832,0.0165792920803937,47.99614456223679,77.42,83.42,84.39,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000061.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000061.npy
62,2,0,small_craft,4,50.0,0.0,27.7235,110.8942,False,0.0,0,25.0,303.96,124.08,132.42,0.0074337457444108,0.0148322727428832,0.0165877901498091,47.86472600757396,77.42,83.42,84.4,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000062.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000062.npy
63,3,0,small_craft,4,50.0,0.0,18.3377,73.3506,False,0.0,0,25.0,242.06,137.42,0.0,0.0074337457444108,0.0148322727428832,0.0166609062860339,47.97078064137065,77.42,83.42,84.43,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000063.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000063.npy
64,4,0,small_craft,4,50.0,0.0,29.5475,118.19,False,0.0,0,25.0,367.93,286.21,0.0,0.0074337457444108,0.0148322727428832,0.0166704689047984,47.9285101978247,77.42,83.42,84.44,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000064.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000064.npy
65,0,0,small_craft,4,50.0,0.3333,17.7767,71.1067,True,5752.35,450,25.0,220.43,226.71,143.41,0.0074337457444108,0.0148322727428832,0.0166126908176605,47.51354527265177,77.42,83.42,84.41,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000065.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000065.npy
66,1,0,small_craft,4,50.0,0.3333,18.8827,75.5307,True,5891.96,430,25.0,190.19,383.58,72.93,0.0074337457444108,0.0148322727428832,0.0166279253947013,47.2254002196828,77.42,83.42,84.42,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000066.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000066.npy
67,2,0,small_craft,4,50.0,0.3333,24.3082,97.2328,True,5920.16,612,25.0,78.32,147.66,466.15,0.0074337457444108,0.0148322727428832,0.0165411260013136,46.95890605662859,77.42,83.42,84.37,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000067.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000067.npy
68,3,0,small_craft,4,50.0,0.3333,27.5162,110.0646,True,6016.71,646,25.0,258.34,266.41,0.0,0.0074337457444108,0.0148322727428832,0.0165606863083845,47.535539302757215,77.42,83.42,84.38,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000068.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000068.npy
